subscription_id,customer_id,plan_name,billing_cycle,subscription_start,subscription_end,monthly_price,subscription_status,auto_renew
393,393,Starter,Monthly,2023-05-14,2024-04-23,15,Cancelled,True
394,394,Free,Monthly,2023-08-31,2024-08-01,0,Paused,True
395,395,Pro,Yearly,2024-07-13,2025-05-27,35,Cancelled,True
396,396,Free,Monthly,2022-04-05,2024-03-04,0,Active,False
397,397,Pro,Yearly,2022-02-10,2023-04-12,35,Cancelled,False
398,398,Pro,Yearly,2022-09-05,2024-08-14,35,Paused,True
399,399,Starter,Monthly,2023-12-26,2024-07-26,15,Active,False
400,400,Free,Yearly,2023-10-14,2024-10-03,0,Paused,True
401,401,Enterprise,Monthly,2023-02-23,2023-11-29,99,Cancelled,True
402,402,Pro,Yearly,2022-10-27,2023-09-18,35,Cancelled,True
403,403,Starter,Yearly,2024-03-11,2025-07-30,15,Cancelled,True
404,404,Pro,Yearly,2024-12-25,2026-07-31,35,Active,True
405,405,Pro,Yearly,2023-02-10,2023-10-21,35,Cancelled,False
406,406,Starter,Monthly,2023-12-11,2024-06-05,15,Active,True
407,407,Pro,Yearly,2023-07-03,2023-08-05,35,Active,True
408,408,Starter,Yearly,2023-02-10,2023-07-14,15,Paused,False
409,409,Free,Monthly,2023-06-13,2024-02-06,0,Cancelled,False
410,410,Pro,Monthly,2023-04-29,2023-06-16,35,Cancelled,False
411,411,Free,Yearly,2024-10-04,2026-06-17,0,Active,True
412,412,Enterprise,Yearly,2022-08-07,2023-03-02,99,Paused,True
413,413,Enterprise,Monthly,2024-12-27,2025-09-28,99,Cancelled,True
414,414,Starter,Yearly,2025-02-02,2026-09-26,15,Paused,False
415,415,Starter,Yearly,2022-07-16,2023-09-29,15,Cancelled,False
416,416,Free,Monthly,2025-03-06,2026-09-03,0,Active,False
417,417,Starter,Yearly,2022-09-04,2022-12-09,15,Paused,False
418,418,Pro,Monthly,2022-05-16,2023-10-01,35,Cancelled,False
419,419,Enterprise,Yearly,2022-09-11,2023-09-27,99,Active,False
420,420,Free,Yearly,2024-09-02,2026-07-01,0,Active,True
421,421,Pro,Yearly,2022-03-29,2023-04-22,35,Cancelled,True
422,422,Enterprise,Monthly,2024-10-22,2026-03-21,99,Paused,True
423,423,Pro,Yearly,2023-02-14,2024-03-01,35,Active,True
424,424,Starter,Yearly,2022-07-18,2023-08-30,15,Paused,True
425,425,Starter,Yearly,2022-04-14,2024-01-16,15,Active,True
426,426,Enterprise,Monthly,2023-10-22,2024-05-26,99,Cancelled,False
427,427,Pro,Monthly,2022-12-14,2023-02-12,35,Active,True
428,428,Starter,Monthly,2022-10-31,2023-04-27,15,Cancelled,True
429,429,Starter,Monthly,2023-06-27,2024-02-28,15,Paused,True
430,430,Pro,Yearly,2023-11-03,2024-07-06,35,Cancelled,False
431,431,Pro,Yearly,2022-06-13,2023-05-26,35,Active,True
432,432,Starter,Yearly,2024-05-04,2026-02-17,15,Paused,False
433,433,Starter,Monthly,2024-02-16,2025-09-18,15,Cancelled,False
434,434,Starter,Monthly,2025-01-06,2026-08-28,15,Paused,True
435,435,Starter,Monthly,2024-05-14,2024-07-29,15,Paused,True
436,436,Pro,Yearly,2022-11-19,2023-10-28,35,Cancelled,True
437,437,Starter,Monthly,2022-08-26,2024-01-18,15,Active,False
438,438,Pro,Monthly,2022-08-18,2024-02-12,35,Cancelled,True
439,439,Enterprise,Yearly,2024-12-20,2026-10-28,99,Paused,False
440,440,Starter,Yearly,2022-06-15,2024-02-18,15,Paused,True
441,441,Free,Monthly,2022-11-26,2023-07-21,0,Paused,True
442,442,Free,Monthly,2024-03-07,2025-02-04,0,Paused,True
443,443,Starter,Yearly,2022-06-07,2024-02-14,15,Cancelled,False
444,444,Free,Yearly,2023-09-08,2025-08-19,0,Cancelled,True
445,445,Starter,Monthly,2022-11-28,2024-10-12,15,Cancelled,True
446,446,Pro,Monthly,2025-01-10,2026-05-28,35,Active,True
447,447,Pro,Yearly,2023-09-03,2025-03-21,35,Cancelled,True
448,448,Starter,Yearly,2022-04-07,2023-12-16,15,Paused,False
449,449,Starter,Yearly,2022-12-03,2023-03-31,15,Cancelled,True
450,450,Free,Monthly,2022-07-02,2023-11-03,0,Cancelled,False
451,451,Free,Yearly,2022-07-05,2022-09-20,0,Paused,True
452,452,Starter,Yearly,2022-02-01,2022-11-30,15,Cancelled,False
453,453,Enterprise,Monthly,2025-04-13,2025-07-01,99,Paused,True
454,454,Starter,Yearly,2023-08-27,2025-04-08,15,Paused,True
455,455,Starter,Yearly,2024-07-16,2024-08-28,15,Active,True
456,456,Pro,Monthly,2024-05-04,2026-04-30,35,Paused,True
457,457,Starter,Yearly,2024-01-26,2025-08-06,15,Active,False
458,458,Starter,Yearly,2024-04-05,2026-02-24,15,Paused,True
459,459,Starter,Yearly,2022-01-18,2022-11-01,15,Cancelled,True
460,460,Pro,Yearly,2024-06-15,2024-07-24,35,Paused,True
461,461,Pro,Yearly,2024-08-05,2024-11-04,35,Cancelled,True
462,462,Pro,Yearly,2024-10-09,2026-04-09,35,Paused,True
463,463,Starter,Monthly,2023-11-11,2024-01-29,15,Paused,True
464,464,Pro,Yearly,2024-06-06,2024-09-03,35,Cancelled,True
465,465,Free,Yearly,2024-09-25,2025-12-02,0,Active,True
466,466,Pro,Yearly,2022-01-11,2022-08-23,35,Active,False
467,467,Free,Monthly,2024-06-20,2026-01-20,0,Cancelled,True
468,468,Starter,Monthly,2022-11-20,2024-09-05,15,Paused,True
469,469,Pro,Yearly,2024-11-25,2025-10-02,35,Paused,True
470,470,Pro,Monthly,2023-02-12,2024-06-22,35,Paused,False
471,471,Pro,Yearly,2023-08-16,2024-02-08,35,Cancelled,True
472,472,Starter,Monthly,2022-08-27,2023-05-16,15,Cancelled,False
473,473,Free,Monthly,2024-03-17,2025-06-23,0,Cancelled,False
474,474,Pro,Yearly,2022-03-09,2022-09-25,35,Cancelled,False
475,475,Starter,Monthly,2023-05-10,2024-02-19,15,Cancelled,False
476,476,Pro,Yearly,2023-07-02,2023-08-30,35,Cancelled,True
477,477,Starter,Yearly,2022-08-07,2022-11-29,15,Paused,False
478,478,Free,Yearly,2023-10-26,2025-04-10,0,Paused,True
479,479,Free,Monthly,2024-09-08,2024-10-27,0,Paused,True
480,480,Pro,Monthly,2022-08-22,2024-07-07,35,Active,True
481,481,Pro,Yearly,2024-12-03,2025-01-05,35,Cancelled,False
482,482,Free,Yearly,2025-02-03,2026-08-26,0,Paused,False
483,483,Pro,Yearly,2023-04-13,2024-06-07,35,Active,False
484,484,Pro,Monthly,2022-10-11,2024-01-31,35,Cancelled,False
485,485,Pro,Yearly,2025-02-20,2026-02-28,35,Cancelled,False
486,486,Pro,Yearly,2022-09-05,2023-03-26,35,Cancelled,False
487,487,Pro,Yearly,2025-02-27,2025-07-11,35,Cancelled,False
488,488,Starter,Monthly,2024-06-17,2025-01-02,15,Cancelled,False
489,489,Starter,Yearly,2025-04-11,2025-12-11,15,Active,True
490,490,Free,Monthly,2025-02-18,2025-04-08,0,Cancelled,False
491,491,Free,Yearly,2024-07-11,2026-03-17,0,Cancelled,True
492,492,Starter,Yearly,2022-01-31,2023-12-15,15,Paused,True
493,493,Pro,Monthly,2023-10-15,2024-05-21,35,Paused,False
494,494,Starter,Monthly,2023-01-08,2024-07-29,15,Cancelled,True
495,495,Pro,Yearly,2023-05-20,2024-05-31,35,Cancelled,True
496,496,Free,Monthly,2025-02-25,2026-07-03,0,Cancelled,False
497,497,Pro,Yearly,2024-05-21,2025-06-19,35,Active,False
498,498,Free,Yearly,2023-10-19,2024-01-25,0,Active,False
499,499,Starter,Yearly,2022-08-31,2023-09-18,15,Cancelled,False
500,500,Pro,Yearly,2022-07-09,2022-11-06,35,Cancelled,True
501,501,Starter,Monthly,2024-02-01,2024-05-31,15,Paused,True
502,502,Enterprise,Yearly,2023-09-21,2025-02-08,99,Cancelled,True
503,503,Free,Yearly,2024-03-13,2025-04-08,0,Cancelled,False
504,504,Starter,Monthly,2025-01-29,2025-11-09,15,Active,True
505,505,Pro,Yearly,2022-05-19,2023-04-30,35,Active,False
506,506,Free,Monthly,2023-05-14,2025-02-19,0,Cancelled,True
507,507,Starter,Yearly,2024-10-17,2026-05-31,15,Cancelled,False
508,508,Starter,Yearly,2023-07-29,2024-02-14,15,Cancelled,True
509,509,Pro,Monthly,2023-02-13,2023-06-07,35,Paused,True
510,510,Free,Yearly,2023-10-12,2024-10-17,0,Paused,True
511,511,Enterprise,Yearly,2024-08-19,2025-02-10,99,Cancelled,True
512,512,Free,Monthly,2025-03-27,2026-07-02,0,Cancelled,True
513,513,Starter,Yearly,2023-07-15,2023-12-22,15,Paused,True
514,514,Starter,Yearly,2022-06-20,2022-09-19,15,Cancelled,True
515,515,Starter,Yearly,2023-11-05,2023-12-31,15,Paused,True
516,516,Pro,Monthly,2024-04-29,2026-04-09,35,Active,False
517,517,Starter,Yearly,2023-08-03,2023-09-14,15,Paused,False
518,518,Pro,Monthly,2024-04-26,2025-01-22,35,Paused,True
519,519,Starter,Monthly,2024-07-07,2025-02-28,15,Paused,False
520,520,Pro,Monthly,2022-03-25,2022-08-24,35,Active,False
521,521,Free,Monthly,2023-04-16,2024-10-15,0,Active,False
522,522,Starter,Yearly,2022-09-02,2023-09-12,15,Active,False
523,523,Free,Monthly,2022-07-17,2023-10-28,0,Cancelled,True
524,524,Starter,Yearly,2022-05-31,2023-08-14,15,Cancelled,False
525,525,Pro,Yearly,2024-02-01,2025-05-25,35,Cancelled,False
526,526,Free,Monthly,2025-02-01,2026-04-12,0,Paused,True
527,527,Enterprise,Yearly,2023-12-14,2025-09-10,99,Paused,True
528,528,Pro,Yearly,2022-02-15,2023-10-27,35,Paused,True
529,529,Free,Yearly,2023-11-05,2025-04-05,0,Paused,False
530,530,Free,Monthly,2024-02-11,2024-09-07,0,Cancelled,False
531,531,Pro,Yearly,2024-11-03,2026-04-13,35,Cancelled,True
532,532,Free,Yearly,2024-10-19,2025-08-08,0,Paused,False
533,533,Starter,Monthly,2023-06-17,2024-03-29,15,Cancelled,False
534,534,Pro,Yearly,2022-06-15,2023-04-14,35,Active,True
535,535,Enterprise,Monthly,2025-02-25,2026-03-07,99,Active,False
536,536,Enterprise,Monthly,2022-04-21,2024-01-29,99,Active,False
537,537,Starter,Yearly,2023-06-25,2025-04-12,15,Paused,True
538,538,Pro,Monthly,2022-07-07,2022-12-25,35,Paused,False
539,539,Enterprise,Monthly,2024-04-14,2024-11-26,99,Cancelled,True
540,540,Enterprise,Monthly,2025-01-06,2026-08-09,99,Paused,False
541,541,Starter,Yearly,2023-01-10,2023-09-24,15,Active,True
542,542,Pro,Monthly,2022-01-04,2022-05-12,35,Paused,True
543,543,Starter,Yearly,2023-05-23,2023-09-27,15,Cancelled,False
544,544,Pro,Yearly,2024-08-03,2025-03-28,35,Paused,False
545,545,Pro,Yearly,2022-01-02,2022-03-28,35,Active,True
546,546,Starter,Yearly,2025-01-06,2025-05-12,15,Cancelled,True
547,547,Starter,Monthly,2022-10-08,2023-11-09,15,Paused,False
548,548,Starter,Yearly,2023-08-20,2023-09-30,15,Cancelled,False
549,549,Pro,Yearly,2022-02-07,2024-01-24,35,Paused,False
550,550,Free,Monthly,2022-01-11,2022-11-02,0,Active,False
551,551,Starter,Monthly,2024-04-28,2025-09-20,15,Paused,True
552,552,Pro,Monthly,2024-05-28,2026-02-10,35,Paused,True
553,553,Free,Yearly,2022-03-29,2023-11-13,0,Active,True
554,554,Starter,Yearly,2025-01-17,2027-01-01,15,Cancelled,True
555,555,Pro,Yearly,2022-10-22,2024-03-27,35,Active,True
556,556,Starter,Monthly,2022-12-29,2023-05-15,15,Active,False
557,557,Free,Monthly,2023-07-21,2025-03-23,0,Active,True
558,558,Pro,Yearly,2024-10-31,2025-08-24,35,Active,True
559,559,Free,Yearly,2023-06-19,2025-04-29,0,Cancelled,True
560,560,Starter,Yearly,2025-04-11,2025-09-19,15,Paused,True
561,561,Pro,Yearly,2022-07-10,2023-04-21,35,Cancelled,False
562,562,Pro,Monthly,2022-02-20,2022-05-10,35,Cancelled,False
563,563,Starter,Monthly,2022-01-18,2024-01-13,15,Active,True
564,564,Free,Yearly,2022-04-30,2024-01-19,0,Cancelled,True
565,565,Starter,Yearly,2024-08-26,2025-04-14,15,Cancelled,False
566,566,Starter,Monthly,2025-03-21,2026-06-18,15,Active,True
567,567,Free,Yearly,2025-01-18,2025-10-27,0,Active,False
568,568,Pro,Monthly,2022-02-17,2022-06-18,35,Cancelled,True
569,569,Pro,Monthly,2024-01-09,2025-08-31,35,Active,True
570,570,Pro,Monthly,2024-03-24,2024-09-12,35,Active,True
571,571,Starter,Monthly,2022-06-15,2023-03-27,15,Paused,False
572,572,Free,Yearly,2024-09-03,2024-12-19,0,Cancelled,False
573,573,Pro,Yearly,2023-03-13,2023-12-01,35,Active,True
574,574,Enterprise,Yearly,2025-03-24,2026-01-22,99,Paused,False
575,575,Free,Monthly,2022-05-22,2024-01-30,0,Paused,True
576,576,Starter,Monthly,2024-08-30,2026-03-08,15,Cancelled,True
577,577,Starter,Yearly,2024-09-29,2025-01-10,15,Active,False
578,578,Pro,Yearly,2024-09-29,2025-02-03,35,Paused,False
579,579,Starter,Yearly,2022-07-16,2023-07-08,15,Cancelled,False
580,580,Free,Monthly,2024-06-20,2026-04-09,0,Active,False
581,581,Pro,Monthly,2025-02-17,2025-04-12,35,Active,False
582,582,Starter,Yearly,2022-01-12,2022-11-12,15,Paused,True
583,583,Pro,Yearly,2023-05-09,2024-10-01,35,Active,False
584,584,Free,Yearly,2022-06-13,2023-10-31,0,Active,True
585,585,Starter,Yearly,2024-08-16,2026-03-19,15,Cancelled,True
586,586,Pro,Yearly,2024-02-18,2024-11-21,35,Cancelled,False
587,587,Starter,Monthly,2023-08-24,2023-10-29,15,Cancelled,True
588,588,Pro,Yearly,2022-08-19,2024-02-01,35,Paused,True
589,589,Starter,Yearly,2023-05-16,2024-08-09,15,Cancelled,True
590,590,Pro,Monthly,2022-02-13,2022-11-11,35,Paused,False
591,591,Starter,Yearly,2022-07-12,2023-09-16,15,Active,False
592,592,Pro,Monthly,2024-03-13,2025-05-17,35,Active,True
593,593,Enterprise,Monthly,2023-11-03,2024-05-31,99,Paused,False
594,594,Free,Yearly,2023-01-30,2023-08-08,0,Cancelled,False
595,595,Pro,Yearly,2024-03-19,2025-12-25,35,Paused,True
596,596,Starter,Monthly,2023-01-15,2024-12-03,15,Paused,False
597,597,Starter,Monthly,2024-11-14,2026-09-25,15,Cancelled,True
598,598,Enterprise,Yearly,2025-04-02,2025-09-25,99,Cancelled,True
599,599,Enterprise,Monthly,2022-10-17,2022-11-20,99,Cancelled,False
600,600,Pro,Yearly,2024-11-28,2025-01-26,35,Paused,False
601,601,Starter,Yearly,2022-12-20,2023-11-17,15,Paused,True
602,602,Starter,Yearly,2023-08-07,2025-01-18,15,Paused,False
603,603,Starter,Yearly,2022-07-28,2023-12-12,15,Active,False
604,604,Pro,Monthly,2023-12-14,2024-10-30,35,Cancelled,True
605,605,Pro,Monthly,2023-08-15,2023-12-01,35,Active,True
606,606,Pro,Yearly,2024-02-05,2025-12-31,35,Paused,True
607,607,Free,Monthly,2022-08-21,2024-06-30,0,Active,False
608,608,Starter,Monthly,2024-06-01,2024-10-01,15,Paused,False
609,609,Free,Yearly,2023-03-16,2023-12-18,0,Cancelled,False
610,610,Pro,Monthly,2023-01-31,2024-07-23,35,Cancelled,False
611,611,Pro,Yearly,2023-01-20,2023-09-27,35,Cancelled,True
612,612,Starter,Yearly,2024-07-08,2024-10-03,15,Paused,True
613,613,Starter,Monthly,2024-09-14,2024-12-26,15,Active,False
614,614,Free,Yearly,2024-07-23,2024-12-02,0,Active,True
615,615,Starter,Yearly,2024-10-11,2025-12-29,15,Paused,False
616,616,Enterprise,Monthly,2024-11-26,2025-09-13,99,Paused,False
617,617,Pro,Monthly,2023-11-10,2025-02-17,35,Cancelled,True
618,618,Free,Yearly,2025-03-31,2025-06-24,0,Cancelled,True
619,619,Free,Yearly,2024-10-26,2026-06-24,0,Paused,False
620,620,Free,Monthly,2024-12-09,2026-09-11,0,Active,False
621,621,Starter,Monthly,2023-06-23,2023-11-30,15,Cancelled,False
622,622,Free,Yearly,2024-01-04,2024-11-12,0,Paused,False
623,623,Pro,Monthly,2023-09-04,2025-06-22,35,Active,False
624,624,Free,Monthly,2024-12-03,2025-02-23,0,Cancelled,False
625,625,Free,Yearly,2022-07-24,2022-12-03,0,Cancelled,False
626,626,Starter,Yearly,2024-08-04,2025-08-09,15,Paused,False
627,627,Starter,Yearly,2023-03-25,2025-01-08,15,Active,False
628,628,Pro,Monthly,2022-04-03,2023-09-04,35,Active,True
629,629,Starter,Monthly,2023-05-04,2025-03-12,15,Paused,True
630,630,Enterprise,Yearly,2024-09-01,2025-09-21,99,Paused,True
631,631,Pro,Monthly,2024-04-30,2025-06-16,35,Cancelled,False
632,632,Starter,Yearly,2023-09-07,2024-06-10,15,Paused,False
633,633,Pro,Yearly,2024-05-07,2026-03-14,35,Paused,True
634,634,Starter,Monthly,2022-01-18,2023-07-06,15,Paused,True
635,635,Pro,Yearly,2022-02-21,2023-01-24,35,Cancelled,True
636,636,Pro,Monthly,2023-12-21,2024-04-10,35,Active,True
637,637,Free,Yearly,2022-05-03,2024-04-21,0,Cancelled,False
638,638,Starter,Monthly,2023-04-10,2024-05-29,15,Paused,True
639,639,Enterprise,Monthly,2025-03-22,2026-09-07,99,Cancelled,False
640,640,Pro,Yearly,2024-08-09,2025-06-22,35,Paused,False
641,641,Starter,Yearly,2022-01-26,2023-11-28,15,Cancelled,True
642,642,Starter,Monthly,2022-02-04,2023-09-17,15,Cancelled,False
643,643,Starter,Monthly,2024-06-09,2026-04-08,15,Paused,True
644,644,Free,Yearly,2024-10-25,2025-06-10,0,Active,True
645,645,Starter,Monthly,2022-10-20,2023-11-23,15,Cancelled,False
646,646,Starter,Monthly,2024-09-02,2025-10-22,15,Cancelled,False
647,647,Free,Monthly,2024-05-18,2026-05-07,0,Active,True
648,648,Pro,Monthly,2024-10-26,2025-08-11,35,Active,True
649,649,Pro,Monthly,2023-07-06,2025-04-07,35,Paused,False
650,650,Starter,Monthly,2023-08-08,2024-05-07,15,Active,True
651,651,Enterprise,Monthly,2022-07-06,2023-02-16,99,Paused,True
652,652,Pro,Monthly,2023-07-09,2025-03-23,35,Active,True
653,653,Enterprise,Monthly,2024-03-03,2025-12-05,99,Active,True
654,654,Starter,Monthly,2025-02-25,2025-06-22,15,Cancelled,True
655,655,Starter,Yearly,2022-10-07,2023-08-02,15,Active,False
656,656,Pro,Monthly,2025-02-08,2026-07-12,35,Cancelled,True
657,657,Starter,Yearly,2023-06-16,2023-12-02,15,Active,True
658,658,Starter,Monthly,2024-03-14,2025-09-16,15,Paused,True
659,659,Starter,Yearly,2024-01-07,2024-11-15,15,Active,False
660,660,Enterprise,Yearly,2023-09-22,2025-03-22,99,Active,False
661,661,Starter,Yearly,2022-12-23,2024-11-12,15,Paused,True
662,662,Starter,Yearly,2023-10-11,2024-03-16,15,Cancelled,False
663,663,Free,Yearly,2024-05-11,2025-04-17,0,Paused,False
664,664,Starter,Monthly,2025-03-29,2025-09-13,15,Active,True
665,665,Pro,Yearly,2022-04-27,2023-06-07,35,Paused,True
666,666,Free,Yearly,2025-04-08,2027-02-24,0,Active,True
667,667,Enterprise,Yearly,2024-11-14,2025-11-18,99,Cancelled,False
668,668,Pro,Yearly,2024-02-17,2025-11-16,35,Cancelled,False
669,669,Enterprise,Monthly,2025-01-29,2026-04-14,99,Active,True
670,670,Starter,Yearly,2022-05-04,2023-10-23,15,Cancelled,True
671,671,Free,Yearly,2025-03-03,2025-11-24,0,Paused,True
672,672,Free,Yearly,2023-01-20,2023-04-12,0,Active,False
673,673,Starter,Yearly,2024-04-06,2024-10-03,15,Active,False
674,674,Starter,Yearly,2022-04-06,2023-12-17,15,Paused,False
675,675,Enterprise,Monthly,2022-02-23,2022-05-17,99,Active,False
676,676,Pro,Monthly,2022-06-19,2024-03-09,35,Cancelled,True
677,677,Pro,Yearly,2024-04-08,2026-04-02,35,Cancelled,True
678,678,Starter,Monthly,2024-12-16,2026-10-02,15,Active,True
679,679,Pro,Yearly,2024-04-07,2025-12-08,35,Cancelled,True
680,680,Pro,Yearly,2023-02-12,2023-04-25,35,Cancelled,True
681,681,Starter,Monthly,2024-12-23,2025-10-27,15,Paused,True
682,682,Pro,Monthly,2025-01-07,2026-08-14,35,Active,False
683,683,Pro,Yearly,2022-08-20,2023-01-11,35,Cancelled,False
684,684,Pro,Yearly,2024-10-27,2025-10-28,35,Cancelled,True
685,685,Enterprise,Monthly,2022-06-25,2023-08-14,99,Cancelled,False
686,686,Free,Monthly,2024-06-09,2025-08-28,0,Active,True
687,687,Enterprise,Monthly,2025-04-01,2026-09-05,99,Cancelled,True
688,688,Starter,Monthly,2022-10-31,2023-07-02,15,Cancelled,False
689,689,Free,Yearly,2022-07-29,2022-08-28,0,Active,True
690,690,Starter,Monthly,2025-02-14,2025-07-25,15,Active,True
691,691,Free,Yearly,2023-03-04,2024-02-23,0,Paused,False
692,692,Starter,Monthly,2023-06-19,2023-08-12,15,Cancelled,False
693,693,Free,Yearly,2024-02-17,2026-01-26,0,Cancelled,True
694,694,Enterprise,Yearly,2023-02-23,2023-05-10,99,Paused,False
695,695,Starter,Monthly,2022-03-29,2023-08-01,15,Active,False
696,696,Starter,Yearly,2022-03-09,2022-07-28,15,Paused,True
697,697,Starter,Monthly,2023-09-15,2024-03-05,15,Paused,True
698,698,Free,Yearly,2022-02-15,2022-08-03,0,Active,False
699,699,Pro,Monthly,2022-06-08,2024-05-05,35,Active,True
700,700,Free,Yearly,2022-07-06,2022-12-22,0,Paused,True
701,701,Enterprise,Monthly,2024-07-29,2025-06-01,99,Cancelled,False
702,702,Pro,Monthly,2024-09-19,2024-12-26,35,Cancelled,False
703,703,Starter,Monthly,2022-12-22,2023-02-12,15,Active,True
704,704,Starter,Yearly,2025-03-15,2026-07-10,15,Paused,False
705,705,Pro,Yearly,2024-05-15,2025-12-26,35,Active,False
706,706,Enterprise,Monthly,2024-09-05,2025-07-08,99,Paused,True
707,707,Pro,Yearly,2022-07-14,2024-04-21,35,Active,True
708,708,Starter,Monthly,2023-09-09,2025-03-01,15,Paused,False
709,709,Starter,Monthly,2024-11-14,2025-08-14,15,Paused,True
710,710,Free,Monthly,2024-01-04,2025-03-10,0,Cancelled,True
711,711,Pro,Yearly,2022-05-01,2023-09-15,35,Paused,True
712,712,Starter,Monthly,2025-04-02,2026-10-28,15,Active,True
713,713,Starter,Yearly,2024-03-01,2025-02-07,15,Paused,False
714,714,Starter,Monthly,2023-04-09,2023-09-20,15,Paused,False
715,715,Pro,Yearly,2025-03-06,2026-03-31,35,Cancelled,False
716,716,Free,Yearly,2024-01-14,2024-03-27,0,Paused,False
717,717,Pro,Monthly,2024-12-15,2025-10-14,35,Paused,True
718,718,Starter,Monthly,2024-03-09,2025-11-05,15,Active,False
719,719,Enterprise,Yearly,2025-01-01,2026-10-27,99,Cancelled,False
720,720,Pro,Yearly,2023-02-03,2023-09-07,35,Paused,False
721,721,Pro,Monthly,2025-03-23,2025-06-12,35,Active,True
722,722,Starter,Monthly,2024-10-09,2025-04-10,15,Cancelled,True
723,723,Starter,Yearly,2024-06-10,2024-12-17,15,Active,False
724,724,Free,Yearly,2024-05-20,2024-09-08,0,Cancelled,False
725,725,Starter,Monthly,2024-01-24,2024-10-31,15,Paused,False
726,726,Pro,Yearly,2022-07-15,2022-12-30,35,Cancelled,True
727,727,Starter,Yearly,2022-12-14,2023-09-05,15,Cancelled,False
728,728,Starter,Monthly,2022-03-30,2022-09-01,15,Paused,False
729,729,Starter,Monthly,2022-04-28,2023-05-05,15,Paused,True
730,730,Starter,Monthly,2023-06-29,2024-05-14,15,Active,False
731,731,Pro,Monthly,2024-09-14,2026-05-23,35,Paused,True
732,732,Enterprise,Yearly,2023-05-18,2024-01-26,99,Cancelled,True
733,733,Free,Monthly,2023-12-06,2025-01-12,0,Active,True
734,734,Starter,Monthly,2025-02-27,2025-07-21,15,Cancelled,True
735,735,Pro,Monthly,2022-02-22,2022-03-27,35,Cancelled,False
736,736,Pro,Yearly,2022-11-29,2023-03-24,35,Active,True
737,737,Starter,Monthly,2022-04-12,2023-11-23,15,Active,True
738,738,Free,Yearly,2023-08-06,2025-07-31,0,Cancelled,False
739,739,Free,Yearly,2023-09-12,2024-01-18,0,Active,True
740,740,Pro,Monthly,2022-02-09,2024-01-10,35,Paused,True
741,741,Starter,Yearly,2023-01-24,2023-03-01,15,Active,True
742,742,Enterprise,Yearly,2023-05-29,2025-04-12,99,Paused,True
743,743,Starter,Yearly,2022-09-22,2023-05-26,15,Paused,True
744,744,Pro,Yearly,2024-01-08,2025-08-22,35,Cancelled,False
745,745,Starter,Monthly,2023-12-29,2024-03-06,15,Paused,True
746,746,Free,Monthly,2025-01-28,2025-11-20,0,Active,False
747,747,Starter,Yearly,2022-03-06,2023-12-04,15,Cancelled,True
748,748,Starter,Monthly,2023-08-09,2024-06-12,15,Paused,False
749,749,Starter,Yearly,2024-07-11,2025-07-01,15,Cancelled,True
