ticket_id,customer_id,issue_category,priority,resolution_time_hours,satisfaction_score,created_date
571,38615,Feature Request,High,44,5,2022-05-30
572,16526,Bug Report,High,15,2,2024-10-12
573,38571,Billing,Critical,68,4,2024-09-13
574,19485,Login Issue,Critical,9,4,2022-05-25
575,44962,Feature Request,High,36,1,2025-03-20
576,31764,Account Access,Medium,63,1,2024-08-10
577,37532,Performance,Medium,13,5,2023-04-02
578,48398,Bug Report,Low,6,2,2022-05-17
579,13123,Feature Request,High,29,4,2023-11-29
580,22460,Account Access,Critical,44,2,2023-10-04
581,26186,Login Issue,Low,57,3,2024-06-07
582,47919,Billing,Low,17,5,2023-01-10
583,16284,Account Access,Medium,46,3,2024-06-28
584,16613,Performance,Medium,38,3,2024-09-10
585,41402,Billing,Medium,21,4,2022-05-19
586,3838,Bug Report,Low,69,4,2023-07-20
587,4845,Performance,High,51,3,2024-03-14
588,7001,Account Access,Low,36,5,2024-08-26
589,5437,Account Access,Critical,37,1,2023-02-22
590,37908,Login Issue,Critical,68,2,2024-02-23
591,9946,Bug Report,Critical,8,4,2023-06-10
592,17952,Account Access,Critical,12,5,2022-08-02
593,6943,Bug Report,Low,59,5,2024-06-28
594,40250,Bug Report,Critical,68,3,2023-06-28
595,27469,Performance,High,34,5,2022-02-13
596,19097,Performance,High,59,2,2024-11-07
597,38566,Login Issue,Low,64,5,2023-04-04
598,46685,Login Issue,Medium,57,2,2024-09-23
599,6470,Login Issue,Critical,51,5,2023-10-23
600,12536,Login Issue,Low,16,5,2024-09-02
601,13425,Bug Report,High,69,5,2022-10-15
602,25029,Billing,Medium,56,4,2022-05-12
603,44492,Bug Report,Critical,22,2,2023-01-22
604,20239,Login Issue,Medium,31,1,2024-10-16
605,1096,Bug Report,High,29,1,2023-12-28
606,25111,Billing,Critical,46,5,2024-01-17
607,21556,Login Issue,Medium,8,4,2023-01-14
608,25005,Feature Request,Medium,17,4,2023-10-28
609,47383,Login Issue,High,24,1,2024-02-22
610,17379,Feature Request,Medium,40,4,2022-07-29
611,7840,Account Access,High,19,4,2022-12-14
612,2109,Bug Report,Critical,27,3,2024-06-15
613,29263,Bug Report,Low,15,1,2023-04-09
614,13934,Billing,Low,5,5,2023-07-28
615,9482,Bug Report,Low,2,4,2023-12-11
616,36854,Login Issue,High,13,3,2024-01-16
617,32009,Account Access,Low,2,4,2024-06-06
618,48779,Performance,Critical,46,3,2023-10-12
619,40249,Performance,Low,32,3,2023-11-13
620,6901,Account Access,Medium,52,5,2023-03-27
621,5972,Bug Report,High,59,1,2023-03-05
622,31819,Login Issue,High,15,2,2022-12-27
623,25971,Performance,Critical,61,3,2023-03-15
624,21470,Bug Report,Critical,36,5,2022-09-30
625,28049,Login Issue,Critical,31,5,2024-04-19
626,11848,Account Access,Low,72,5,2024-02-01
627,27236,Login Issue,High,28,5,2024-12-02
628,34188,Billing,Critical,30,3,2023-06-30
629,14341,Feature Request,Critical,15,1,2022-02-22
630,7319,Bug Report,Low,17,5,2024-06-21
631,23272,Login Issue,High,3,2,2022-03-20
632,38995,Login Issue,Critical,32,1,2023-08-06
633,36850,Bug Report,High,53,3,2025-03-30
634,30836,Performance,High,40,5,2022-05-23
635,2911,Billing,Low,14,5,2025-02-27
636,24329,Account Access,High,23,1,2024-12-08
637,16890,Performance,Medium,31,3,2024-01-23
638,42494,Performance,Critical,8,5,2024-10-12
639,32384,Performance,High,31,1,2023-08-08
640,11813,Billing,Critical,15,4,2023-11-29
641,45569,Billing,High,19,1,2023-02-07
642,15583,Login Issue,High,65,5,2022-07-24
643,12344,Login Issue,Medium,50,5,2024-09-16
644,24990,Billing,Medium,5,4,2022-09-08
645,25864,Performance,High,39,4,2024-06-05
646,21811,Feature Request,Critical,36,4,2024-03-06
647,11718,Account Access,Medium,70,4,2024-01-02
648,13141,Billing,Low,37,2,2022-08-01
649,38991,Account Access,Medium,22,4,2022-04-10
650,22062,Billing,Low,30,1,2024-05-07
651,8221,Bug Report,Medium,65,5,2023-05-14
652,36018,Billing,Low,14,4,2023-11-17
653,5610,Login Issue,Critical,28,1,2025-04-15
654,31326,Login Issue,Low,38,3,2022-11-02
655,14452,Billing,Low,52,2,2023-02-05
656,49012,Performance,High,62,3,2024-07-19
657,34751,Bug Report,Critical,8,5,2022-06-23
658,3893,Bug Report,Medium,62,2,2025-02-27
659,27287,Login Issue,Medium,12,2,2024-11-25
660,8517,Login Issue,Low,3,2,2024-02-28
661,5635,Account Access,High,70,3,2025-03-27
662,32027,Account Access,High,22,2,2023-08-29
663,7127,Feature Request,Medium,22,4,2025-04-03
664,22004,Feature Request,Critical,58,5,2022-10-04
665,16506,Login Issue,Low,55,2,2023-07-01
666,4265,Billing,Low,31,1,2022-09-04
667,38454,Feature Request,Medium,51,2,2023-02-01
668,18245,Bug Report,Critical,58,5,2022-12-01
669,38506,Billing,Low,29,5,2022-11-20
670,2345,Billing,Medium,29,4,2024-09-09
671,15682,Account Access,Medium,53,3,2024-11-09
672,17656,Account Access,High,68,1,2022-12-16
673,49701,Account Access,Low,3,2,2023-09-04
674,2727,Bug Report,Critical,3,1,2022-01-29
675,4198,Bug Report,Medium,16,5,2022-03-06
676,26781,Performance,Critical,44,2,2024-11-19
677,328,Login Issue,Critical,33,2,2023-05-01
678,19253,Billing,High,1,4,2023-09-21
679,44229,Account Access,Critical,65,3,2022-02-10
680,22764,Login Issue,Medium,54,1,2024-05-08
681,1338,Account Access,Medium,50,4,2024-09-13
682,21694,Bug Report,Critical,32,5,2024-04-22
683,17717,Feature Request,Medium,24,3,2022-01-16
684,21322,Bug Report,High,2,2,2022-10-25
685,42276,Login Issue,High,3,5,2023-09-19
686,23877,Bug Report,Critical,46,4,2023-12-17
687,10261,Login Issue,High,6,2,2022-09-01
688,42371,Feature Request,Medium,55,5,2024-09-12
689,29932,Bug Report,Low,27,1,2023-01-14
690,22105,Feature Request,Medium,33,5,2024-02-11
691,42607,Bug Report,High,28,2,2023-01-14
692,24424,Account Access,Critical,26,3,2024-07-23
693,35367,Billing,Critical,1,1,2024-01-05
694,1615,Performance,High,36,5,2022-10-30
695,20250,Performance,Low,16,3,2023-01-05
696,32704,Performance,High,58,4,2023-07-30
697,17019,Account Access,Low,6,3,2023-11-07
698,41417,Performance,Critical,49,5,2024-11-05
699,23918,Feature Request,Low,7,2,2024-05-04
700,6571,Account Access,Low,23,4,2023-04-07
701,9272,Performance,Medium,53,3,2024-05-17
702,34372,Account Access,Low,29,5,2022-02-13
703,8398,Performance,Critical,41,1,2024-03-08
704,11087,Feature Request,Critical,55,2,2022-05-01
705,48468,Account Access,High,47,2,2024-02-20
706,41698,Billing,Medium,40,4,2023-01-23
707,15649,Performance,Medium,49,5,2023-03-07
708,2410,Login Issue,Medium,41,4,2022-03-11
709,44921,Login Issue,Low,58,2,2023-03-15
710,25371,Account Access,Medium,33,5,2023-12-09
711,36644,Bug Report,Critical,50,4,2022-09-23
712,46446,Account Access,Low,5,1,2022-05-10
713,27270,Account Access,High,57,3,2024-04-05
714,15862,Bug Report,Medium,13,1,2024-07-29
715,31888,Bug Report,Medium,26,4,2023-05-18
716,44494,Performance,Critical,61,3,2022-06-12
717,48458,Bug Report,High,1,2,2023-09-30
718,36849,Login Issue,High,60,4,2025-01-23
719,4679,Account Access,Critical,64,2,2022-07-18
720,41324,Bug Report,Critical,6,3,2022-12-08
721,7513,Bug Report,High,11,2,2024-10-27
722,16761,Login Issue,High,29,3,2024-05-15
723,1237,Performance,Critical,24,1,2024-02-04
724,39574,Account Access,Critical,30,4,2022-05-15
725,38805,Bug Report,Critical,69,2,2023-04-07
726,1504,Bug Report,Critical,1,4,2023-05-22
727,37922,Bug Report,Medium,27,5,2025-01-23
728,36812,Bug Report,Critical,12,5,2023-01-21
729,21769,Billing,Medium,7,3,2022-03-12
730,5630,Account Access,Critical,33,5,2023-10-02
731,4063,Login Issue,High,64,3,2025-03-27
732,26524,Billing,Critical,1,1,2022-03-03
733,34612,Bug Report,Medium,21,3,2022-06-18
734,18513,Login Issue,Low,62,2,2022-07-18
735,2125,Login Issue,Medium,62,1,2023-11-15
736,47185,Bug Report,Medium,17,1,2023-04-07
737,14378,Billing,Low,16,2,2024-08-05
738,19192,Feature Request,High,26,1,2022-02-12
739,47172,Feature Request,Low,1,5,2024-03-07
740,33647,Bug Report,Critical,12,3,2025-02-12
741,30940,Login Issue,Low,61,2,2024-02-06
742,24589,Bug Report,Medium,53,4,2022-04-11
743,25718,Account Access,Low,67,1,2024-04-01
744,22100,Feature Request,High,23,1,2022-05-30
745,16983,Login Issue,Low,68,3,2023-06-10
746,39167,Performance,Low,51,1,2022-12-03
747,24018,Account Access,High,21,3,2025-03-19
748,40139,Feature Request,Medium,7,4,2022-08-24
749,7696,Login Issue,High,32,4,2024-12-05
750,17267,Bug Report,Medium,16,5,2023-08-15
751,10284,Performance,Critical,33,3,2022-08-19
752,46237,Bug Report,Low,4,1,2023-01-04
753,29564,Login Issue,Critical,18,5,2023-01-02
754,11626,Login Issue,Low,24,1,2024-10-24
755,43795,Performance,High,72,3,2024-01-12
756,23655,Billing,High,64,1,2022-07-07
757,41139,Billing,High,21,4,2023-08-05
758,46218,Login Issue,High,41,4,2022-09-05
759,5527,Feature Request,Critical,63,1,2023-05-29
760,41700,Account Access,Medium,20,4,2022-09-07
761,2655,Account Access,Low,54,2,2024-07-08
762,7143,Feature Request,High,24,3,2022-03-20
763,26054,Account Access,High,30,5,2024-02-13
764,16087,Account Access,High,23,3,2022-03-31
765,9582,Feature Request,Critical,64,2,2023-02-27
766,34026,Bug Report,Low,23,2,2024-09-24
767,34040,Account Access,Critical,28,2,2024-09-13
768,18414,Performance,Medium,7,5,2024-06-13
769,213,Login Issue,Medium,7,5,2022-02-27
770,16938,Account Access,High,22,2,2022-10-04
771,46429,Performance,Critical,26,3,2022-11-22
772,27702,Performance,Medium,41,3,2023-08-20
773,2555,Login Issue,Low,16,1,2023-06-15
774,15561,Billing,Critical,67,5,2024-02-21
775,19064,Billing,Medium,24,3,2022-08-09
776,10598,Performance,High,64,5,2025-04-03
777,18586,Performance,Low,55,2,2022-05-08
778,42675,Bug Report,Critical,9,2,2022-01-28
779,25322,Bug Report,High,54,1,2023-08-10
780,1590,Bug Report,Low,68,2,2022-08-19
781,43026,Billing,High,32,1,2023-06-06
782,8670,Billing,Critical,60,2,2023-05-27
783,37172,Billing,Low,44,2,2025-01-21
784,40166,Feature Request,Critical,69,1,2022-05-07
785,30245,Bug Report,Medium,43,3,2024-04-02
786,9679,Account Access,Low,7,1,2022-12-09
787,37895,Login Issue,Medium,67,1,2024-02-03
788,3571,Login Issue,Critical,18,5,2022-12-08
789,15664,Account Access,Critical,67,1,2024-06-20
790,36181,Account Access,Low,61,3,2024-06-05
791,31614,Account Access,Medium,35,1,2022-07-20
792,15469,Account Access,Medium,35,2,2023-10-03
793,3320,Login Issue,Low,59,1,2023-09-11
794,44092,Bug Report,Low,63,5,2025-03-09
795,11731,Performance,High,39,4,2024-07-16
796,9350,Performance,Low,34,1,2023-05-19
797,23228,Billing,High,30,5,2022-11-05
798,17739,Account Access,Low,71,5,2023-09-21
799,24046,Account Access,Critical,1,3,2024-04-07
800,5113,Login Issue,Low,26,4,2023-10-04
801,9697,Account Access,Medium,54,5,2024-11-13
802,40775,Performance,High,56,3,2022-05-21
803,44384,Bug Report,Low,56,1,2023-04-20
804,41162,Billing,Critical,30,4,2024-03-25
805,25011,Bug Report,Critical,7,1,2025-01-13
806,9512,Login Issue,Critical,69,2,2022-04-29
807,10727,Bug Report,Low,9,4,2022-01-09
808,35456,Login Issue,Low,24,3,2024-11-25
809,2453,Account Access,Critical,44,2,2024-12-18
810,16820,Feature Request,High,45,4,2023-12-06
811,8048,Login Issue,Critical,52,1,2022-12-29
812,39924,Account Access,Low,18,1,2022-10-08
813,6384,Billing,High,17,4,2024-02-28
814,18991,Login Issue,High,27,4,2024-10-29
815,11386,Feature Request,Medium,23,2,2023-07-20
816,27991,Account Access,Critical,4,3,2024-01-06
817,22018,Billing,Medium,38,1,2024-03-16
818,13957,Billing,Low,51,1,2022-09-19
819,33379,Bug Report,Medium,45,2,2023-08-17
820,48720,Login Issue,Critical,62,1,2024-08-21
821,31409,Login Issue,Low,7,4,2025-04-12
822,2465,Performance,High,25,2,2023-06-09
823,37045,Billing,Low,61,5,2025-03-17
824,29115,Performance,Low,21,1,2022-01-12
825,33996,Performance,High,19,2,2023-06-10
826,35601,Bug Report,Critical,46,3,2022-08-19
827,46421,Performance,Critical,33,5,2022-12-04
828,6094,Bug Report,High,64,1,2023-08-21
829,18670,Account Access,Medium,31,3,2024-12-28
830,42802,Billing,Low,37,1,2023-11-28
831,20081,Login Issue,High,36,1,2022-11-03
832,13589,Billing,Medium,19,4,2023-09-02
833,32180,Bug Report,Critical,42,1,2024-07-09
834,18886,Performance,Medium,64,4,2024-01-16
835,4690,Performance,High,28,3,2025-02-05
836,21307,Bug Report,Low,42,4,2023-10-16
837,7620,Feature Request,Critical,48,1,2025-03-16
838,2250,Account Access,Critical,5,4,2023-11-19
839,17902,Bug Report,Critical,49,3,2023-12-14
840,18853,Billing,High,16,4,2024-02-09
841,30311,Billing,Critical,35,5,2022-06-28
842,24692,Bug Report,High,8,5,2024-01-16
843,20639,Performance,Critical,29,2,2023-05-16
844,21482,Login Issue,Low,26,4,2024-12-21
845,29640,Bug Report,High,41,1,2024-05-31
846,19395,Feature Request,Medium,52,3,2023-12-29
847,33068,Login Issue,Critical,43,2,2024-02-16
848,49161,Feature Request,Low,24,3,2024-01-31
849,34569,Feature Request,Low,72,3,2022-12-18
850,35294,Billing,Critical,72,1,2022-01-16
851,28782,Account Access,Critical,28,1,2025-02-10
852,3121,Feature Request,Medium,19,3,2025-03-20
853,6598,Billing,High,19,3,2024-09-22
854,29398,Account Access,Low,72,2,2024-01-01
855,34963,Feature Request,Critical,54,4,2023-03-04
856,7127,Account Access,Low,44,1,2024-12-31
857,20961,Bug Report,High,23,1,2023-09-30
858,7112,Account Access,Medium,51,4,2023-12-09
859,19711,Performance,Medium,69,4,2024-02-04
860,14101,Login Issue,Medium,16,5,2024-08-24
861,14017,Billing,Medium,45,4,2024-01-21
862,43787,Bug Report,Critical,11,3,2024-03-08
863,18324,Login Issue,Low,10,1,2022-04-12
864,17940,Login Issue,High,39,3,2023-03-26
865,31412,Billing,Critical,8,2,2023-01-30
866,46637,Login Issue,Medium,53,3,2022-05-22
867,38408,Bug Report,High,46,4,2023-10-17
868,25816,Bug Report,Low,24,2,2022-01-15
869,47805,Account Access,High,69,3,2022-09-05
870,3456,Bug Report,Low,40,1,2023-01-09
871,40202,Account Access,Low,53,5,2025-02-23
872,49074,Performance,High,54,1,2024-04-01
873,43568,Account Access,Low,15,2,2023-03-10
874,21091,Billing,Low,5,3,2023-10-23
875,2863,Bug Report,Critical,38,3,2022-12-19
876,20389,Performance,High,71,2,2024-10-22
877,40497,Bug Report,Low,40,3,2024-08-01
878,5876,Billing,Critical,3,3,2023-01-14
879,30139,Performance,Critical,70,3,2023-04-11
880,6934,Feature Request,Low,59,3,2024-08-05
881,53,Login Issue,Medium,62,4,2024-05-13
882,21091,Bug Report,Critical,69,1,2024-01-06
883,1923,Feature Request,Medium,41,3,2022-09-10
884,1816,Account Access,Medium,18,3,2024-12-05
885,47700,Feature Request,Medium,66,4,2023-10-09
886,20090,Feature Request,Low,9,3,2022-05-13
887,41780,Login Issue,Critical,30,4,2023-03-31
888,17578,Account Access,Critical,39,3,2022-12-29
889,43718,Login Issue,Medium,31,3,2024-11-22
890,48262,Feature Request,High,57,1,2023-04-01
891,39997,Login Issue,Low,67,4,2023-04-01
892,11297,Bug Report,High,31,1,2024-06-23
893,21773,Performance,Critical,64,2,2023-12-31
894,13982,Billing,Low,45,1,2023-09-14
895,14348,Login Issue,Medium,7,2,2023-01-26
896,29662,Account Access,High,17,5,2024-10-31
897,1150,Billing,Medium,44,1,2024-07-08
898,21101,Performance,Low,21,2,2025-04-07
899,34339,Billing,Medium,20,3,2022-12-22
900,11221,Feature Request,Low,37,1,2024-06-22
901,20475,Feature Request,Low,17,1,2023-11-04
902,10743,Login Issue,Medium,63,5,2022-10-05
903,4393,Billing,High,54,1,2023-05-08
904,18871,Feature Request,High,37,3,2023-04-19
905,35126,Login Issue,Medium,23,5,2023-07-21
906,10836,Feature Request,Low,12,4,2023-04-21
907,44164,Bug Report,Medium,48,5,2023-06-27
908,38939,Login Issue,Low,13,5,2022-05-28
909,28281,Login Issue,Critical,58,2,2022-12-27
910,2687,Account Access,Low,57,4,2023-04-11
911,35910,Account Access,Low,20,3,2023-08-07
912,24403,Feature Request,Medium,66,3,2022-07-18
913,43432,Account Access,Medium,22,1,2025-03-01
914,29714,Login Issue,Critical,51,5,2023-01-17
915,5209,Login Issue,High,10,1,2025-02-27
916,12014,Bug Report,Critical,50,1,2022-02-17
917,29545,Feature Request,Critical,40,5,2022-07-22
918,34753,Account Access,High,16,5,2024-02-06
919,3613,Login Issue,Low,25,3,2024-04-29
920,31678,Performance,Critical,52,4,2023-02-13
921,48688,Billing,High,68,3,2022-12-24
922,9200,Feature Request,High,63,2,2024-09-27
923,42780,Performance,Medium,11,3,2022-12-13
924,29381,Billing,Low,51,3,2025-04-11
925,18343,Login Issue,High,47,1,2024-09-02
926,8221,Account Access,Low,43,1,2022-04-08
927,16533,Feature Request,Medium,54,3,2023-01-13
928,1526,Bug Report,Critical,15,2,2023-07-17
929,18949,Bug Report,Medium,60,1,2023-04-11
930,10422,Billing,Critical,10,5,2023-10-16
931,29757,Feature Request,Low,25,5,2022-01-01
932,28296,Bug Report,High,20,4,2025-03-06
933,5082,Billing,High,62,1,2025-02-02
934,27305,Performance,Medium,35,2,2022-05-15
935,16077,Bug Report,High,8,1,2024-09-06
936,39746,Feature Request,Medium,56,4,2022-07-17
937,5873,Bug Report,Low,22,1,2022-03-04
938,2403,Account Access,Low,54,2,2023-02-25
939,21092,Login Issue,Low,33,2,2023-06-17
940,43538,Bug Report,Medium,70,3,2022-03-15
941,47138,Billing,Critical,71,2,2024-03-21
942,49715,Performance,High,54,2,2023-09-28
943,38104,Bug Report,Medium,46,4,2022-12-23
944,9029,Feature Request,High,56,1,2024-12-27
945,10169,Feature Request,Low,11,2,2022-04-07
946,40717,Account Access,Low,29,5,2023-09-13
947,2874,Performance,Medium,9,2,2024-12-04
948,40598,Account Access,Critical,52,4,2023-08-04
949,20054,Billing,High,27,4,2023-03-26
950,22520,Login Issue,High,19,5,2023-01-08
951,15953,Login Issue,High,33,1,2024-11-29
952,5399,Account Access,Critical,58,5,2022-04-19
953,6601,Login Issue,Medium,8,1,2025-04-14
954,20419,Bug Report,Medium,15,5,2022-08-22
955,18589,Billing,High,67,1,2025-03-02
956,16106,Bug Report,Critical,61,5,2023-03-23
957,418,Billing,Low,48,1,2023-10-31
958,30249,Login Issue,High,18,4,2022-12-17
959,7080,Performance,High,63,2,2022-08-23
960,20371,Account Access,High,12,3,2023-05-09
961,34801,Account Access,Medium,43,4,2024-03-19
962,41597,Performance,Low,41,2,2022-02-03
963,5587,Feature Request,Medium,49,2,2023-03-08
964,1566,Account Access,Low,71,4,2023-01-07
965,47263,Performance,Low,18,5,2024-01-22
966,40453,Account Access,High,15,5,2022-03-15
967,32642,Feature Request,Critical,60,3,2024-05-29
968,7656,Bug Report,Medium,1,1,2023-10-02
969,17415,Billing,Critical,45,4,2023-01-12
970,26830,Login Issue,Low,6,4,2024-12-31
971,21526,Bug Report,High,1,1,2022-10-01
972,44649,Login Issue,Medium,18,3,2023-06-16
973,29506,Feature Request,High,25,4,2024-06-15
974,29814,Feature Request,High,54,4,2023-07-29
975,7019,Login Issue,Critical,3,1,2022-01-08
976,48823,Account Access,High,55,5,2024-05-22
977,11119,Account Access,High,9,1,2022-10-23
978,48590,Bug Report,Critical,12,2,2024-02-17
979,3534,Billing,High,41,4,2023-11-16
980,43201,Feature Request,High,14,2,2025-04-05
981,2644,Feature Request,Low,55,2,2023-02-05
982,43913,Billing,Medium,37,3,2024-09-05
983,24671,Account Access,High,56,3,2023-02-23
984,22460,Login Issue,Low,55,3,2023-12-12
985,6661,Feature Request,Medium,43,5,2025-03-27
986,32789,Account Access,Critical,8,1,2024-02-06
987,7596,Performance,Low,28,4,2022-12-05
988,21377,Feature Request,Critical,57,1,2024-01-14
989,13022,Account Access,Critical,50,5,2022-03-02
990,14315,Account Access,Low,31,1,2023-03-03
991,7276,Feature Request,Low,57,3,2024-01-10
992,33792,Performance,Critical,68,5,2022-11-26
993,37801,Bug Report,High,38,5,2024-06-17
994,21706,Account Access,Critical,59,3,2024-11-29
995,21005,Bug Report,Critical,19,3,2024-05-04
996,42260,Performance,Low,28,3,2025-01-19
997,28065,Bug Report,Medium,16,3,2022-01-19
998,6611,Performance,Low,72,4,2023-01-29
999,2030,Feature Request,Critical,61,4,2025-02-07
1000,44385,Billing,Medium,21,4,2022-01-18
1001,2091,Billing,Critical,50,4,2022-03-21
1002,31437,Performance,Critical,40,4,2023-07-16
1003,22178,Billing,Low,48,4,2023-11-18
1004,31627,Feature Request,Medium,40,4,2024-06-23
1005,37467,Login Issue,Medium,61,1,2024-05-17
1006,39514,Login Issue,Low,63,3,2023-11-16
1007,11568,Feature Request,High,70,3,2023-02-13
1008,31870,Bug Report,Critical,1,5,2024-11-12
1009,17370,Account Access,Critical,38,2,2023-06-28
1010,35053,Account Access,High,25,4,2022-06-13
1011,40784,Bug Report,Medium,54,5,2023-11-14
1012,26256,Feature Request,Medium,59,3,2024-07-19
1013,31178,Feature Request,Critical,45,3,2023-03-08
1014,45061,Feature Request,High,55,3,2025-02-08
1015,36117,Account Access,Critical,12,3,2023-11-20
1016,47067,Account Access,Low,42,4,2024-04-02
1017,2729,Feature Request,High,55,5,2025-02-06
